OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,SHAPE_Length,SHAPE_Area
13083,Oger Creek (Bull Cpx),Wildfire Daily Fire Perimeter,Infrared Image,0.411091041,2021/08/04 02:10:47+00,2021/08/20 21:42:19+00,2021/08/04 04:50:59+00,0.411351587,{563694B7-06B1-499F-ACD2-2014E3D2BFF8},2021 NIFS,EK2F,ICS209,,,,0.4,0.1,WACCC,,,,,,,,,Natural,,,,,2021/08/04 01:57:00+00,,,,,,,P6,606,NWCC,,,,,,OGRE CREEK,,WF,FI,44.8895,-121.9685,0.2,,{21244CFE-CE09-4E79-85DE-F8D4A8EB38C1},,0,0,0,0,0,0,754,100,0,,Clackamas,WACCC,41005,FS,ORMHF,,USFS,Federal,,,,,,,NW03,FS,ORMHF,US-OR,,,,,,2021-ORMHF-000754,No Decision,wildcad,ics209,0,,,,IRWIN,,2021/09/09 00:45:32+00,2021/08/04 02:10:41+00,{B583E7C8-731B-4080-B859-2A33ACB87E3D},0.002268432,-1.90E-07
13084,Two Strikes,Wildfire Daily Fire Perimeter,GPS-Walked,0.035194,2021/09/23 19:54:39+00,2021/09/23 19:54:39+00,,0.035192868,{C8B6C033-3E93-409A-BA9D-C5C92575016E},FFP,,CERTIFIED,,,,0.1,0.1,IDGVC,,,,2021/09/23 19:54:21+00,,,,,Natural,Lightning,,N7HZ,,2021/08/01 21:35:00+00,,2021/08/07 20:45:59+00,,,,,PN,1522,NRCC,,,,,,Two Strikes,,WF,FI,46.59541,-116.3957,,2021/08/01 23:00:00+00,{176193F7-A93C-4923-AAD3-A3D3F28F91D7},,0,1,0,0,0,,792,,,,Clearwater,IDGVC,16035,DL,IDCTS,,State,Other,,,,,,,NR03,DL,IDCTS,US-ID,Timber,TU5,,,,2021-IDCTS-000792,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/23 19:54:22+00,2021/08/01 22:27:43+00,{02BE48F2-D09C-496E-931B-86139EB435C4},0.000661722,-1.67E-08
13085,North Teakan,Wildfire Daily Fire Perimeter,GPS-Walked/Driven,0.1,2021/09/23 19:57:12+00,2021/09/23 19:57:12+00,2021/08/02 06:14:37+00,0.028560568,{903428E5-C302-4FE7-B90A-014B6C5A6F56},FFP,,CERTIFIED,,2021/08/02 03:03:00+00,2021/08/02 05:42:00+00,0.1,0.1,IDGVC,,,,2021/09/23 19:56:50+00,,,,,Natural,Lightning,,N7JN,,2021/08/02 01:14:00+00,,2021/08/07 20:45:59+00,,,,,PN,1522,NRCC,,,,,,North Teakean,,WF,FI,46.6039,-116.3717,,,{37D92605-CDA2-47D3-AEA2-6B103DF61F58},,0,1,0,0,0,,795,,,,Clearwater,IDGVC,16035,DL,IDCTS,,State,Other,,,,,,,NR03,DL,IDCTS,US-ID,Grass-Shrub,GS2,,,,2021-IDCTS-000795,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/23 19:56:51+00,2021/08/02 01:16:12+00,{C99245D1-02FA-4E1E-87DB-2232F3A61E17},0.000504465,-1.36E-08
13086,Rail - Fallon,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/08/05 21:40:01+00,2021/08/05 21:40:01+00,,0.252203086,{16C15A0C-6152-44DF-8151-4E8DCFC3076E},2021 NIFS,,CERTIFIED,,2021/07/18 00:59:59+00,2021/07/18 00:59:59+00,0.3,0.3,MTMCC,,,,2021/08/18 22:26:05+00,,,,,Human,Railroad,Rail/Track Grinding,,39011,2021/07/17 22:15:59+00,,2021/07/18 00:59:59+00,,,,,,,NRCC,,,,,,Rail - Fallon,,WF,FI,46.35494,-104.228,,,{F551618F-6D93-4EAD-87ED-0754124B74ED},,0,0,0,0,0,,409,,,,Fallon,MTMCC,30025,C&L,MTLG39,,Private,Private,,,,,,,NR16,C&L,MTLG39,US-MT,Grass,GR2,,,,2021-MTLG39-000409,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/18 22:26:06+00,2021/08/05 20:20:47+00,{CCA4493E-A025-4332-870E-034FD9CC4AE0},0.001464692,-1.19E-07
13087,MM66 HWY55,Wildfire Daily Fire Perimeter,Mixed Methods,25.86751682,2021/09/13 21:30:46+00,2021/09/13 21:30:46+00,,25.88544799,{65918D05-DD74-4752-A883-7D9F7C16E118},FFP,,CERTIFIED,,2021/08/03 02:15:00+00,2021/08/03 15:59:59+00,25.8,1,IDBDC,,,,2021/09/13 21:30:39+00,,,,,Human,Other Human Cause,,N7LN,,2021/08/02 19:57:00+00,,2021/08/06 18:59:59+00,,,,,PN,1522,GBCC,,,,,,MM66 HWY55,,WF,FI,43.93944,-116.19,5,,{0271590E-AED0-4A79-A95F-786218FD375B},,0,1,0,0,0,,804,,,,Boise,IDBDC,16015,,,,Private,Private,,,,,,,GB03,DL,IDSWS,US-ID,,,,,,2021-IDSWS-000804,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/13 21:30:40+00,2021/08/02 20:52:36+00,{A3DD9538-F9F1-492D-819E-9CC5CF333009},0.021068469,-1.17E-05
13088,SPUR,Wildfire Daily Fire Perimeter,Infrared Image,5249.045496,2021/08/05 15:08:18+00,2021/08/14 20:21:06+00,2021/08/06 16:25:43+00,12662.07885,{0D518C93-95CE-49F1-8879-818AF31DC1EE},2021 NIFS,,ICS209,13923.1575,,,12694,1,WANEC,473000,,,,Active,Wind Driven Runs,Group Torching,Long-range Spotting,Natural,,,N707,,2021/08/05 09:01:59+00,Type 2 Incident,,0,100,0,0,P6,621,NWCC,2021/08/14 06:59:59+00,2021/08/13 23:29:59+00,2021/08/14 06:59:59+00,F,Type 2 Team,SPUR,Sixteen miles east of Tonasket WA,WF,FI,48.79199,-119.0881,,,{4F6C7DDC-7862-4EA7-9784-940538BEEBF0},,0,0,0,0,0,0,2335,0,100,Wauconda,Okanogan,WANEC,53047,FS,WAOWF,,USFS,Federal,Willamette,,,30E,6,38N,NW08,FS,WACOF,US-WA,,,Timber (Litter and Understory),Timber (Grass and Understory),171,2021-WACOF-002335,Approved Decision,wildcad,wfdss,0,Type 2 Incident,2021/08/06 22:11:57+00,,IRWIN,,2021/08/15 14:53:03+00,2021/08/05 15:08:13+00,{2F586BBF-24E4-4CCC-B1F9-6CBABD3AAE5C},0.860586515,-0.006270065
13089,49 Fire,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/08/07 18:56:37+00,2021/08/07 18:56:37+00,,1.581214232,{50ACDC51-1198-4852-9A65-67B341AD2869},FFP,,CERTIFIED,,,,1.6,0.1,WYCPC,,,,2021/08/07 18:56:32+00,,,,,Human,Other Human Cause,,N7W5,,2021/08/05 20:22:00+00,,,,,,,PN,1522,RMCC,,,,,,49,,WF,FI,44.47364,-106.794,2,,{47B558F6-E24A-4725-9436-F0F229C72C22},,0,1,0,0,0,,210490,,,,Johnson,WYCPC,56019,,,,Private,Private,,,,,,,RM05,C&L,WYJOX,US-WY,Grass,GR1,,,,2021-WYJOX-210490,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/07 18:56:34+00,2021/08/05 20:29:55+00,{0151D43D-9F93-4BCB-B52E-3DFAF4A2837B},0.004000258,-7.24E-07
13090,Ghost Canyon,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/07/15 20:52:06+00,2021/08/05 22:52:38+00,,0.109788833,{A4E4803D-5D05-477A-9807-6124EE1BB495},2021 NIFS,EKT9,DEFAULT,,2021/07/10 19:44:59+00,2021/07/10 21:49:59+00,0.12,1,SDGPC,,,,,,,,,Natural,Lightning,,,,2021/07/10 16:23:42+00,,2021/07/15 21:00:00+00,,,,,P2,,RMCC,,,,,,Ghost Canyon,,WF,FI,43.84879,-103.3686,0.25,2021/07/10 16:30:00+00,{73E4E084-ECE2-4B3E-A768-F6D5A79A3EB3},,0,1,0,0,0,,210550,,,,Custer,SDGPC,46033,FS,SDBKF,,USFS,Federal,,,,,,,RM51,FS,SDBKF,US-SD,Timber,TU1,,,,2021-SDBKF-210550,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/09/23 19:48:08+00,2021/07/10 17:28:35+00,{7456AE21-6422-4392-BE42-96C219A1D929},0.000934365,-4.97E-08
13092,Green,Wildfire Daily Fire Perimeter,Mixed Methods,0.57,2021/08/16 16:17:56+00,2021/08/16 16:17:56+00,2021/07/29 08:00:00+00,0.573046939,{AE240FA7-DC93-4C45-B940-822F31F1E3AC},FFP,,CERTIFIED,,,,0.57,1,CASBCC,,,,2021/08/16 16:16:48+00,,,,,Natural,Lightning,,N67R,,2021/07/29 20:48:00+00,,2021/08/02 00:56:00+00,,,,,,,OSCC,,,,,,GREENS,,WF,FI,35.55198,-115.5392,,2021/07/29 20:50:00+00,{13AAD372-82DD-48DE-8D62-12FF7416C7A3},,0,1,0,0,0,,11619,,,,San Bernardino,CASBCC,6071,NPS,CAMNP,,NPS,Federal,,,,,,,SC14,NPS,CAMNP,US-CA,Grass-Shrub,GS4,,,,2021-CAMNP-011619,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/16 16:16:49+00,2021/07/29 22:49:21+00,{70E283E7-AA11-4E40-9D3A-79E5DBA0C1F3},0.002835343,-2.31E-07
13093,Inc#448,Wildfire Daily Fire Perimeter,Mixed Methods,5.57,2021/07/01 17:49:37+00,2021/08/05 22:56:02+00,2021/07/01 08:00:00+00,5.566410987,{B76E32D8-F6D5-4DAB-9ADF-FD7D743C5AB5},2021 NIFS,EK2G,CERTIFIED,,2021/07/03 17:37:00+00,2021/07/15 00:00:00+00,5.2,1,ORCOC,,,,2021/07/26 21:04:14+00,,,,,Natural,Lightning,,,,2021/07/01 01:05:26+00,,2021/07/15 00:00:00+00,,,,,P6,607,NWCC,,,,,,0448 PR,,WF,FI,44.44122,-119.9283,,2021/07/01 03:10:00+00,{6D3A615B-5AEE-4976-A235-E3590DA79E9B},,0,1,0,1,0,,448,,,,Wheeler,ORCOC,41069,FS,OROCF,,USFS,Federal,,,,,,,NW06,FS,OROCF,US-OR,Timber,TU5,,,,2021-OROCF-000448,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/26 21:04:14+00,2021/07/01 04:59:28+00,{CF74E751-3DE4-4B70-A2E2-FB630CAD73EB},0.008358075,-2.55E-06
13094,Smokehole road fire,Wildfire Daily Fire Perimeter,Mixed Methods,11.5,2021/08/19 16:40:50+00,2021/08/19 16:40:50+00,2021/07/31 08:00:00+00,11.49873964,{22B5ACEA-EF4F-45A2-BD8D-ECFA61FB3C78},FFP,,CERTIFIED,,2021/08/01 19:12:00+00,,15.5,1,PAMACC,,,,2021/08/19 16:40:08+00,,,,,Human,Utilities,,N64L,,2021/07/28 20:35:00+00,,2021/08/03 19:23:00+00,,,,,P9,921,EACC,,,,,,Smoke Hole Rd,,WF,FI,38.890556,-79.241389,,2021/07/28 20:55:00+00,{ACE21F72-6C94-4E7B-84C8-5574616C990F},,0,1,0,0,0,,988,,,,Pendleton,PAMACC,54071,FS,WVMOF,,Private,Private,,,,,,,EA17,FS,WVMOF,US-WV,Timber,TL6,,,,2021-WVMOF-000988,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/19 16:40:09+00,2021/07/28 21:28:53+00,{2CA61780-0B00-4627-8500-5782D5380F39},0.013133506,-4.83E-06
13095,LAWN MOWER,Wildfire Daily Fire Perimeter,GPS-Walked,0.05,2021/07/23 17:55:59+00,2021/08/05 23:01:19+00,2021/07/23 08:00:00+00,0.054355986,{BECFD6F3-6241-4855-8AE0-8201FE30AC55},2021 NIFS,,DEFAULT,,,,0.2,,MTRBAC,,,,,,,,,Human,Other Human Cause,Fireworks (Consumer or Personal Use),N6PE,,2021/07/21 06:00:00+00,,2021/07/23 17:57:11+00,,,,,,,NRCC,,,,,,LAWN MOWER,,WF,FI,,,,,{D8C53326-3C25-43C2-B7E3-44A5FD1E9544},1,0,0,,,0,,42,,,,Chouteau,MTRBAC,30015,,MTCCT,,Tribal,Other,,,,,,,NR13,BIA,MTRBA,US-MT,,,,,,2021-MTRBA-000042,No Decision,INFORM_Mobile,firecode,0,,,,IRWIN,,2021/07/23 18:00:49+00,2021/07/23 18:00:47+00,{5499F34E-53C6-47A0-B8E1-03E4F7A4D4EC},0.00076532,-2.67E-08
13096,POWER POLE,Wildfire Daily Fire Perimeter,GPS-Walked,2.29,2021/07/23 18:13:58+00,2021/08/05 23:01:39+00,2021/07/23 08:00:00+00,2.286817299,{61B84612-EC1A-47AE-91A5-A692F8BF1F3B},2021 NIFS,,DEFAULT,,,,2.29,,MTRBAC,,,,,,,,,Human,Other Human Cause,Fireworks (Consumer or Personal Use),N6PJ,,2021/07/23 03:13:00+00,,2021/07/23 18:14:59+00,,,,,,,NRCC,,,,,,POWER POLE,,WF,FI,,,,,{157CAD61-B6DE-4952-BE5B-535F4BBA8116},1,0,0,,,0,,43,,,,Chouteau,MTRBAC,30015,,MTCCT,,Tribal,Other,,,,,,,NR13,BIA,MTRBA,US-MT,,,,,,2021-MTRBA-000043,No Decision,INFORM_Mobile,firecode,0,,,,IRWIN,,2021/07/23 18:19:44+00,2021/07/23 18:19:38+00,{FDE4CBA7-4531-46FE-A70F-BFB011A00862},0.004475315,-1.12E-06
13097,Devil’s Corral,Wildfire Daily Fire Perimeter,Mixed Methods,0.22,2021/09/03 19:10:00+00,2021/09/03 19:10:00+00,2021/08/02 19:40:23+00,0.22113601,{DFD5F62C-FFFC-4CA9-8CA7-5D539D8A3300},FFP,,CERTIFIED,,2021/08/02 20:00:00+00,2021/08/02 20:29:59+00,0.22,1,IDSCC,,,,2021/09/03 19:09:58+00,,,,,Human,Equipment,Motor Vehicle,N7ML,,2021/08/02 18:41:00+00,,2021/08/12 20:29:59+00,,,,,PD,1522,GBCC,,,,,,Devils Corral,,WF,FI,42.60387,-114.3597,1,2021/08/02 18:48:00+00,{280CCC56-DBDE-46A7-B346-627DFBC9420E},1,0,1,0,0,0,,265,,,,Jerome,IDSCC,16053,BLM,IDTFD,,BLM,Federal,,,,,,,GB06,BLM,IDTFD,US-ID,Grass,GR2,,,,2021-IDTFD-000265,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/03 19:09:58+00,2021/08/02 19:14:32+00,{17D76E70-6F23-4459-A81D-8CA2CFD73889},0.001431153,-9.82E-08
13098,CALVIN,Wildfire Daily Fire Perimeter,GPS-Walked,0.19,2021/08/02 19:22:43+00,2021/08/05 23:00:57+00,2021/08/02 08:00:00+00,0.188886683,{6FE9F71F-548D-4053-B589-3E3E77760269},2021 NIFS,,DEFAULT,,,,0.23,,MTRBAC,,,,,,,,,Undetermined,Undetermined,Not investigated,N7LC,,2021/07/31 22:25:00+00,,2021/08/02 19:27:12+00,,,,,,,NRCC,,,,,,CALVIN,,WF,FI,,,,,{2D02AAD4-24A5-4421-B3B0-EB8BE4A60AC3},0,0,0,,,0,,47,,,,Chouteau,MTRBAC,30015,,MTCCT,,Tribal,Other,,,,,,,NR13,BIA,MTRBA,US-MT,,,,,,2021-MTRBA-000047,No Decision,INFORM_Mobile,firecode,0,,,,IRWIN,,2021/08/02 19:39:13+00,2021/08/02 19:39:09+00,{528150BF-CD5C-47A1-91A9-79DF90BB2507},0.001380642,-9.27E-08
13099,Devil’s Corral 2,Wildfire Daily Fire Perimeter,Mixed Methods,0.46,2021/09/03 19:10:17+00,2021/09/03 19:10:17+00,2021/08/02 20:08:58+00,0.457657236,{899F6239-3EB9-42B5-AC9F-F1B6C0C9450E},FFP,,CERTIFIED,,2021/08/02 20:29:59+00,2021/08/02 21:00:00+00,0.46,1,IDSCC,,,,2021/09/03 19:10:14+00,,,,,Human,Equipment,Motor Vehicle,N7MK,,2021/08/02 19:34:59+00,,2021/08/12 21:00:00+00,,,,,PD,1522,GBCC,,,,,,Devils Corral 2,,WF,FI,42.61308,-114.362,1,2021/08/02 19:38:00+00,{5E77149B-0A2A-40D9-BD68-1F0A33FF52EC},1,0,1,0,0,0,,266,,,,Jerome,IDSCC,16053,BLM,IDTFD,,BLM,Federal,,,,,,,GB06,BLM,IDTFD,US-ID,Grass-Shrub,GS2,,,,2021-IDTFD-000266,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/03 19:10:15+00,2021/08/02 19:38:30+00,{A445230B-4538-419B-B191-F22713B88792},0.002502895,-2.03E-07
13100,Figure 4,Wildfire Daily Fire Perimeter,Mixed Methods,,2021/07/31 15:52:14+00,2021/08/05 23:09:59+00,,6.989818202,{27F5ED94-16BE-483B-9794-F01067302525},2021 NIFS,,DEFAULT,,2021/08/23 22:05:00+00,2021/08/23 22:05:00+00,7,1,UTCDC,,,,,,,,,Natural,,,N7B1,,2021/07/31 00:20:59+00,,2021/08/23 22:05:00+00,,,,,PD,1522,GBCC,,,,,,Figure 4,,WF,FI,36.9512,-113.8319,3,,{BE922F5D-4557-4CD1-840F-FBBF9842743D},,0,1,0,0,0,,668,,,,Mohave,UTCDC,4015,BLM,AZASD,,BLM,Federal,,,,,,,GB35,BLM,AZASD,US-AZ,,,,,,2021-AZASD-000668,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/23 22:06:05+00,2021/07/31 01:21:50+00,{1BA55031-27A7-45A0-B13A-758E133E8B1F},0.00723324,-2.86E-06
13101,EZY ,Wildfire Daily Fire Perimeter,GPS-Walked,0.09,2021/08/01 17:32:22+00,2021/08/05 23:03:25+00,2021/08/01 08:00:00+00,0.086282633,{47012DB5-82D7-4476-8624-5273082799D6},2021 NIFS,,DEFAULT,,,,0.5,0.5,MTKIC,,,,,,,,,Undetermined,,,,,2021/08/01 16:52:08+00,,,,,,,,,NRCC,,,,,,Ezy,,WF,FI,48.23693,-114.2428,0.25,,{CBC3ED8F-7764-457E-A285-CBE9E6AD2CC1},,0,0,0,0,0,,737,,,,Flathead,MTKIC,30029,,,,Private,Private,,,,,,,NR02,C&L,MTLG07,US-MT,,,,,,2021-MTLG07-000737,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/02 16:31:08+00,2021/08/01 19:12:18+00,{6C80C80C-15E9-4FA3-BA0F-120F3FE71972},0.000986894,-4.23E-08
13102,Kessler fire,Wildfire Daily Fire Perimeter,Mixed Methods,1.33,2021/08/01 01:47:23+00,2021/08/10 20:18:03+00,2021/07/31 08:00:00+00,1.329830494,{38823F0A-15BD-4F31-95B2-6F48E1B76343},2021 NIFS,EK12,DEFAULT,,2021/08/01 14:53:00+00,2021/08/02 21:06:00+00,2,2,CAPNFC,,,,,,,,,Natural,,,,,2021/07/30 02:18:06+00,,,,,,,P5,511,ONCC,,,,,, Kessler,,WF,FI,40.11287,-120.7496,,,{84C0B578-0198-4D41-A9B6-123D40E67D74},,0,0,0,0,0,,1359,,,,Plumas,CAPNFC,6063,FS,CAPNF,,USFS,Federal,,,,,,,NC07,FS,CAPNF,US-CA,,,,,,2021-CAPNF-001359,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/02 22:06:16+00,2021/07/30 16:57:54+00,{91FD6242-04FC-40B0-ABD9-11A3761E83E5},0.004530136,-5.68E-07
13103,Mudd Creek,Wildfire Daily Fire Perimeter,Mixed Methods,0.06,2021/07/31 16:24:26+00,2021/08/05 23:05:54+00,2021/07/31 08:00:00+00,0.057429742,{6F4A7C58-F2F5-4447-BE94-0BE8870EC1AB},2021 NIFS,,DEFAULT,,2021/07/30 00:13:00+00,2021/07/31 16:53:00+00,0.3,0.3,MTDDC,,,,,,,,,Natural,,,,,2021/07/29 21:01:50+00,,2021/08/06 18:36:59+00,,,,,,,NRCC,,,,,,Mudd Creek,,WF,FI,45.88659,-113.3483,,,{CF7618E1-C4CA-4C62-9075-019E312533D2},,0,0,0,0,0,,6336,,,,Deer Lodge,MTDDC,30023,FS,MTBDF,,USFS,Federal,,,,,,,NR09,FS,MTBDF,US-MT,,,,,,2021-MTBDF-006336,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/06 18:38:13+00,2021/07/29 22:16:06+00,{507D7A15-28E0-423D-8AFC-6F7B98E097A3},0.000630077,-2.69E-08
13104,Pheasant,Wildfire Daily Fire Perimeter,Mixed Methods,0.07,2021/08/01 16:59:02+00,2021/08/05 23:06:46+00,2021/08/01 08:00:00+00,0.071665449,{E88FDDEC-1D21-4BBA-BD7D-E163F5B5221A},2021 NIFS,,DEFAULT,,,,0.1,0.1,MTKIC,,,,,,,,,Undetermined,,,,,2021/08/01 16:12:02+00,,,,,,,,,NRCC,,,,,,Pheasant ,,WF,FI,48.21345,-114.1262,0.1,,{3A57D7B8-35AF-4733-8116-3D7073764AA8},,0,0,0,0,0,,734,,,,Flathead,MTKIC,30029,,,,Private,Private,,,,,,,NR02,C&L,MTLG07,US-MT,,,,,,2021-MTLG07-000734,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/01 19:34:37+00,2021/08/01 19:34:37+00,{70162077-9F2E-4959-88C2-E1777F042EE4},0.00086214,-3.51E-08
13105,springtime,Wildfire Daily Fire Perimeter,Mixed Methods,0.71,2021/07/31 13:45:09+00,2021/08/05 23:10:47+00,2021/07/31 08:00:00+00,0.714017459,{6624B348-410C-4390-9F3C-ACA2C80D80A2},2021 NIFS,,DEFAULT,,2021/08/01 00:33:00+00,2021/08/01 00:33:59+00,0.75,1,CARICC,,,,,,,,,Natural,,,,,2021/07/30 23:14:06+00,,2021/08/10 18:30:00+00,,,,,,,ONCC,,,,,,SPRINGTIME,,WF,FI,40.50822,-123.2634,,,{AB76D505-F86A-47BC-B539-07B077110D78},,0,0,0,0,0,,1183,,,,Trinity,CARICC,6105,FS,CASHF,,USFS,Federal,,,,,,,NC04,FS,CASHF,US-CA,,,,,,2021-CASHF-001183,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/08/10 18:31:59+00,2021/07/30 23:32:42+00,{C526C466-F5A3-4024-BD46-06D3AB8C9487},0.004790384,-3.07E-07
13106,MM 206,Wildfire Daily Fire Perimeter,Mixed Methods,692.915065,2021/08/05 03:05:17+00,2021/08/05 23:06:30+00,2021/08/05 06:55:11+00,692.9124225,{1EBD5233-F1E8-4B5C-A8CE-BF1189B0E0F6},2021 NIFS,,FIREREPORTING,692.92,2021/08/07 18:00:00+00,2021/08/08 00:53:00+00,694,1,ORVAC,400000,,,,Minimal,Smoldering,Smoldering,Flanking,Natural,Lightning,,N7VE,,2021/08/05 01:55:00+00,Type 4 Incident,2021/08/20 16:44:00+00,0,100,0,0,,,NWCC,2021/08/07 23:00:00+00,2021/08/07 00:59:59+00,2021/08/07 23:00:00+00,F,Type 4 IC,MM 206,"8 Miles West of Juntura, OR",WF,FI,43.78682,-117.8472,,,{373830BE-C192-426C-86C6-3FD20063CDAB},,0,1,1,0,0,0,194,100,100,,Malheur,ORVAC,41045,,,,Tribal,Other,,,,,,,NW12,BLM,ORVAD,US-OR,Grass,GR2,Brush (2 feet),Short Grass (1 foot),68,2021-ORVAD-000194,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/09/13 19:05:04+00,2021/08/05 03:05:09+00,{571F4A5F-CD67-4EA5-B2C8-9936E67F6086},0.083575908,-0.000313514
13107,Ingram 2,Wildfire Daily Fire Perimeter,Mixed Methods,7.14,2021/07/30 19:33:57+00,2021/08/05 23:12:15+00,2021/08/30 08:00:00+00,7.139043843,{F6A39B30-3C0E-442D-9F5F-101F2202BA63},2021 NIFS,,DEFAULT,,2021/07/30 19:40:00+00,2021/07/30 20:45:00+00,7,7,FLFIC,,,,,,,,,Natural,,,N7AM,,2021/07/30 19:39:00+00,,2021/07/30 20:45:00+00,,,,,,,SACC,,,,,,Ingram 2,,WF,FI,25.3227,-80.73586,7,,{79708CF1-F078-498D-B521-B0AC7350BD0D},,0,0,0,0,0,,572,,,,Miami-Dade,FLFIC,12086,NPS,FLEVP,,NPS,Federal,,,,,,,SA51B,NPS,FLEVP,US-FL,,,,,,2021-FLEVP-000572,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/07/30 20:47:49+00,2021/07/30 19:42:09+00,{924EEBC1-7FDB-43C9-B55E-206241A19E2F},0.006845499,-2.59E-06
